Question ,Modal Answer,Marks,Student ID,Student�s Answer
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[2],unique function signatures
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[29],"Is based on number, types, and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[31],"Compiler selects proper function to execute based on number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",0,[12],not answered
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[21],"they have to have same return type, but different input parameters"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",4.5,[13],Overloaded functions are differentiated by their parameters.
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[11],"The compiler selects the right function to execute from the number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[17],it creates a set of candidate functions then a set of viable functions
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[7],their function signature.
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[10],The number and type of its parameters.
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[27],by their function signature
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3.5,[25],"They have the same name, just different parameters."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[20],"They are differntiated by number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[18],"it looks at the number, types, and order of arguments in the function call<br>"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[19],The compiler differentiates overloaded functions by their signature.
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[30],"By the number, types, and order of their arguments"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[16],"Compiler selects proper function to execute based on number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",4.5,[26],paremeters
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[1],"By the number, and the types and order of the  parameters."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[28],by the number and type of arguments
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",4,[15],"by their signature (return type, argument list)"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[14],overloaded function simply invovles haing a method with the same name within the class. is used to implement a method for subclass which overrides in other words replaces the implementation of the super class. Overloading the concept of providing different meaning to a object based on the context of its presence. Overloading is one type of polymorphism and this is also a feature in programing. 
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[6],"A base case that is the simplest case for a problem so that the function will lead to it, if this does not happen then it will end up as an infinite loop. And a condition to know when to terminate.   "
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",2.5,[5],badly designed algorithyms. using recursion for a non recursive problem.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[8],Infinite recursion can occur when the base case is omitted or the recursion step is written incorrectly so that it never converges on the base case.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[3],"Infinite recursion is an infinite loop if the condition is not met.  Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case causes ""indefinite"" recursion, eventually exhausting memory.  "
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[4],Either omitting the base case or writing the recursion step incorrectly so that it does not converge on the base case can cause an infinite recursion. 
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4,[24],Not having a base case that returns a base value.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[9],Incorrect or missing base case. Must reduce to the base case. The function must get simpler each time it is run (converge to the base case).
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4.5,[22],no base case<br>no change in values.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[23],"If at each recursive call the problem does not diminish or if it does not diminish to a base case, can cause infinite recursion."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[2],Omitting the base case or incorrectly calling the recursive step.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4.5,[29],The recursive problem cannot be reduced to reach the base case.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[31],"Lack of defining a base case, or writing the recursion step incorrectly so that it does not converge on the base case"
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4,[12],Not having the proper case to leave the recursion
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[21],"no base case, or the recursive calls do not converge to the base case"
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[13],"No base case, or an incorrectly written recursion step that does not converge on the base case will lead to infinite recursion."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[11],"If the recursion function never reaches or successfully defines the base case it will recurse forever.<br><br>This happens many ways, such as the function doesn't progress towards the base case, or the function is coded poorly and doesn't even contain a base case."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[17],"<br>not creating a base case, or in the case where the base case will never be met."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",3.5,[7],improper handling of cases such that not all possible values are able to be handled.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4.5,[10],There is no base case.<br>The recursion step doesn't reduce the problem during each recursive call.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",3.5,[27],"no base case, as in a single return that does not include calling the function again.  a static value to end at."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[25],"Either omitting the base case, or writing the recursion step incorrectly so the it does not reach the base case can cause infinite recursion."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[20],omitting the base case or writing the recursive call so that it does not converge upon the base case.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[18],"Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case"
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",4.5,[19],Infinite recursion may occur if no base case is defined or if the call is not varied.
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[30],"Not having a base case, or building a recursion process that doesn't converge on the base case."
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[16],"Either omitting the base case, or writing the recursion step incorerectly "
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[26],no base case<br>or if the programmar does not define the base case as the simplest case and it never gets reached
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[1],No easily reached base case and no base case at all
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[28],function is never allowed to reach the 'base case'
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",5,[15],"it has no base case, or the base case is never met"
"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion step is defined incorrectly, or if the base case is not included.",3,[14],recursion refers to situations in which functions call themselves. These types of functions are known as recursive functions. That being said Infinite recursion occurs when the function is designed in such a way as to call it self forever without stopping possible causes
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[6],"Both involve a controlled repetition structures, and they both have a termination test.  Also both of them can loop forever. "
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,2,[5],"As discussed earlier, recursion may be used to process iterative actions. Recursion is used for calculations where the answer can be described in a function that relates to itself."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[8],Both iteration and recursion are based on control statements and involve repetition. They can both also occur indefinitely.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[3],Both are based on a control statement<br>        - Iteration-repetition structure<br>        - Recursion-selection structure<br><br>      Both involve repetition<br>        -Iteration-explicitly uses repetition structure<br>        -Recursion-repeated function calls<br><br>      Both involve a termination test<br>        -Iteration-loop-termination test<br>        -Recursion-base case <br><br>      Both gradually approach termination<br>        -Iteration-modifies counter until loop-termination test fails<br>        -Recursion-produces progressively simpler versions of problem<br><br>      Both can occur indefinitely<br>        -Iteration-if loop-continuation condition never fails<br>        -Recursion-if recursion step does not simplify the problem
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[4],"Iteration and recursion have many similarities: both are based on a control statement, involve repetition, involve a termination test, gradually approach termination and can occur infinitely."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[24],"Both rely on repetition, both have a base case, both can become an infinite loop. Anything recursive can also be solved with iteration."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,4,[9],"Both will repeat (loop) until a condition is met, and exit the loop. Both are capable of entering an infinite loop."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3,[22],anything you can do iterativly you can do recursively
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,4.5,[23],Both are repetative and both have a end test.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3.5,[2],"Incorrectly writing either can result in infinite loops, both perform the same task over and over."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[29],Both are based on a control statement.<br>Both involve repetition.<br>Both involve a termination test.<br>Both gradually approach termination.<br>Both can occur infinitely.<br><br>
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[31],"Both are based on a control statement, Both involve repetition, Both involve a termination test, Both gradually approach termination, Both can occur infinitely"
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,0,[12],not answered
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3,[21],anything you can do recursively you can do iteratively
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3.5,[13],"Many problems can be solved by both iteration and recursion, and either may go into a condition of infinite execution if a termination test is omitted."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[11],"Iteration and recursion both use repetition and perform several simple operations and algorithms successively until they reach a certain limit.  So both involve a termination test to find that limit and both slowly approach that termination limit.  Both are based on a control statement as well.  <br><br>If coded poorly, both can continue on for forever until the compiler or the computer either locks up, shuts down or halts the operation."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[17],"both based on control statement, involve repetition, and involve a termination test within loops"
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,2,[7],they are methods of repeating the same task.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[10],Both involve a termination test.  <br>They use a control statement and repition to solve the problem. <br>They can also result in an infinite loop.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[27],"based on a control statement, involve repetition, involve a termination test."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[25],Both are bases on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[20],"both based on a control statement, both involve repitition, both involve a termination test, both gradually approach termination, both can potentially occur infinetly."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[18],"they are both based on a control statement, both involve repetition, both involve a termination case, both graduatlly approach that termination case, and both can occur infinitely"
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[19],"They both use repetition, a control or test to terminate, and both can infinitely repeat if not defined correctly."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[30],"Both are based on a control statement; both gradually approach termination ending with a termination test; both involve repetition, and can both repeat infinitely if their  termination requirements are not met."
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[16],"both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely"
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3.5,[26],they are used to solve the same type of problems. they do a task over and over again until a cirtain conditional statement is reached (its called the base case in recursion).
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[1],Based on control statement;  involve repetition; involve a terminal test; both can occur infinitly<br>  
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,5,[28],"repetition, termination test, eventually terminate, occur infinately"
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3,[15],both need to have some kind of base case to tell when the loop needs to stop.
What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,3.5,[14],"they both are able to do repetiive tasks. however recurisve calls itself with different parameters and defines and exit clause that is guaranteeed to be reached. Iterative includes a loop which iterates a pre-determined number of times, or checks for an exit clause every time through"
